title,date,category,link
"Carr Reaches Settlement with Acadia Healthcare, Secures Over $1 Million for Georgia Medicaid Program",2025-01-16,"Carr Reaches Settlement with Acadia Healthcare, Secures Over $1 Million for Georgia Medicaid Program",https://oig.hhs.gov/fraud/enforcement/carr-reaches-settlement-with-acadia-healthcare-secures-over-1-million-for-georgia-medicaid-program/
Two Iowa Healthcare Practitioners Settle Allegations for False Submission of Claims to Federal Healthcare Programs in Telemedicine Scheme,2025-01-16,Two Iowa Healthcare Practitioners Settle Allegations for False Submission of Claims to Federal Healthcare Programs in Telemedicine Scheme,https://oig.hhs.gov/fraud/enforcement/two-iowa-healthcare-practitioners-settle-allegations-for-false-submission-of-claims-to-federal-healthcare-programs-in-telemedicine-scheme/
"City of Livingston Agreed to Pay $116,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting False Claims for Emergency Ambulance Services",2025-01-16,"City of Livingston Agreed to Pay $116,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting False Claims for Emergency Ambulance Services",https://oig.hhs.gov/fraud/enforcement/city-of-livingston-agreed-to-pay-116000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-false-claims-for-emergency-ambulance-services/
"Action Recovery Group Agreed to Pay $73,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2025-01-16,"Action Recovery Group Agreed to Pay $73,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/action-recovery-group-agreed-to-pay-73000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Justice Department Files Nationwide Lawsuit Alleging Walgreens Knowingly Filled Millions of Prescriptions that Lacked a Legitimate Medical Purpose,2025-01-17,Justice Department Files Nationwide Lawsuit Alleging Walgreens Knowingly Filled Millions of Prescriptions that Lacked a Legitimate Medical Purpose,https://oig.hhs.gov/fraud/enforcement/justice-department-files-nationwide-lawsuit-alleging-walgreens-knowingly-filled-millions-of-prescriptions-that-lacked-a-legitimate-medical-purpose/
Two Charged with Defrauding Connecticut’s Medicaid Program,2025-01-17,Two Charged with Defrauding Connecticut’s Medicaid Program,https://oig.hhs.gov/fraud/enforcement/two-charged-with-defrauding-connecticuts-medicaid-program/
"Health Care Plan Agrees to Pay Over $500,000 As Part of Self-Disclosure of Potential False Claims Act Violations",2025-01-17,"Health Care Plan Agrees to Pay Over $500,000 As Part of Self-Disclosure of Potential False Claims Act Violations",https://oig.hhs.gov/fraud/enforcement/health-care-plan-agrees-to-pay-over-500000-as-part-of-self-disclosure-of-potential-false-claims-act-violations/
Lascassas Woman Charged with Stealing from Vulnerable Adult,2025-01-17,Lascassas Woman Charged with Stealing from Vulnerable Adult,https://oig.hhs.gov/fraud/enforcement/lascassas-woman-charged-with-stealing-from-vulnerable-adult/
"BioReference Health and OPKO Health Agree to Pay $704,349 to Settle Allegations that they Billed the Government for Medically Unnecessary Blood Tests",2025-01-17,"BioReference Health and OPKO Health Agree to Pay $704,349 to Settle Allegations that they Billed the Government for Medically Unnecessary Blood Tests",https://oig.hhs.gov/fraud/enforcement/bioreference-health-and-opko-health-agree-to-pay-704349-to-settle-allegations-that-they-billed-the-government-for-medically-unnecessary-blood-tests/
"Attorney General Alan Wilson announces Lexington man charged with stealing more than $143,000 from vulnerable adult",2025-01-17,"Attorney General Alan Wilson announces Lexington man charged with stealing more than $143,000 from vulnerable adult",https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-lexington-man-charged-with-stealing-more-than-143000-from-vulnerable-adult/
Pharmacist Guilty In $110 Million Dollar Kickback Conspiracy,2025-01-17,Pharmacist Guilty In $110 Million Dollar Kickback Conspiracy,https://oig.hhs.gov/fraud/enforcement/pharmacist-guilty-in-110-million-dollar-kickback-conspiracy/
"C.R. Bard, Inc. and Affiliates Pay $17 Million to Resolve Allegations of Healthcare Kickbacks",2025-01-23,"C.R. Bard, Inc. and Affiliates Pay $17 Million to Resolve Allegations of Healthcare Kickbacks",https://oig.hhs.gov/fraud/enforcement/cr-bard-inc-and-affiliates-pay-17-million-to-resolve-allegations-of-healthcare-kickbacks/
Operator of Home Health Care Company Sentenced to 12 Years in Prison for Multimillion Dollar Health Care Fraud Scheme,2025-01-23,Operator of Home Health Care Company Sentenced to 12 Years in Prison for Multimillion Dollar Health Care Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/operator-of-home-health-care-company-sentenced-to-12-years-in-prison-for-multimillion-dollar-health-care-fraud-scheme/
"Walnut Creek Nursing Center Agreed to Pay $243,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2025-01-23,"Walnut Creek Nursing Center Agreed to Pay $243,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/walnut-creek-nursing-center-agreed-to-pay-243000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Wellstar Health System Agreed to Pay $468,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2025-01-24,"Wellstar Health System Agreed to Pay $468,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",https://oig.hhs.gov/fraud/enforcement/wellstar-health-system-agreed-to-pay-468000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Pfizer Agrees to Pay Nearly 60M to Resolve False Claims Allegations Relating to Improper Physician Payments by Subsidiary,2025-01-24,Pfizer Agrees to Pay Nearly 60M to Resolve False Claims Allegations Relating to Improper Physician Payments by Subsidiary,https://oig.hhs.gov/fraud/enforcement/pfizer-agrees-to-pay-nearly-60m-to-resolve-false-claims-allegations-relating-to-improper-physician-payments-by-subsidiary/
Corporation and Former Chief Executive Officer Plead Guilty to Health Care Fraud and Tax Conspiracy,2025-01-24,Corporation and Former Chief Executive Officer Plead Guilty to Health Care Fraud and Tax Conspiracy,https://oig.hhs.gov/fraud/enforcement/corporation-and-former-chief-executive-officer-plead-guilty-to-health-care-fraud-and-tax-conspiracy/
Madison Man Sentenced to 37 Months in Prison for Conspiracy to Defraud the United States,2025-01-24,Madison Man Sentenced to 37 Months in Prison for Conspiracy to Defraud the United States,https://oig.hhs.gov/fraud/enforcement/madison-man-sentenced-to-37-months-in-prison-for-conspiracy-to-defraud-the-united-states/
"Philadelphia Mental Health Clinic and Its Psychiatrist Owner Agree to Pay $900,000 to Resolve False Claims Act Lawsuit for Alleged Medicaid Fraud",2025-01-27,"Philadelphia Mental Health Clinic and Its Psychiatrist Owner Agree to Pay $900,000 to Resolve False Claims Act Lawsuit for Alleged Medicaid Fraud",https://oig.hhs.gov/fraud/enforcement/philadelphia-mental-health-clinic-and-its-psychiatrist-owner-agree-to-pay-900000-to-resolve-false-claims-act-lawsuit-for-alleged-medicaid-fraud/
Florida Attorney General’s Office’s Medicaid Fraud Control Unit Secures More Than $2.2 Million for Florida Medicaid from Inpatient Behavioral Health Company,2025-01-27,Florida Attorney General’s Office’s Medicaid Fraud Control Unit Secures More Than $2.2 Million for Florida Medicaid from Inpatient Behavioral Health Company,https://oig.hhs.gov/fraud/enforcement/florida-attorney-generals-offices-medicaid-fraud-control-unit-secures-more-than-22-million-for-florida-medicaid-from-inpatient-behavioral-health-company/
Greenfield Man Sentenced to 15 Months’ Imprisonment for Paying Healthcare Kickbacks,2025-01-27,Greenfield Man Sentenced to 15 Months’ Imprisonment for Paying Healthcare Kickbacks,https://oig.hhs.gov/fraud/enforcement/greenfield-man-sentenced-to-15-months-imprisonment-for-paying-healthcare-kickbacks/
"Greensboro Laboratory and Owner Agree to Pay $850,000 to Resolve Allegations of False Claims for Urine Drug Testing",2025-01-28,"Greensboro Laboratory and Owner Agree to Pay $850,000 to Resolve Allegations of False Claims for Urine Drug Testing",https://oig.hhs.gov/fraud/enforcement/greensboro-laboratory-and-owner-agree-to-pay-850000-to-resolve-allegations-of-false-claims-for-urine-drug-testing/
Woman Sentenced for Fraud Scheme Involving Claims for Unnecessary Respiratory Tests Submitted with COVID-19 Tests,2025-01-28,Woman Sentenced for Fraud Scheme Involving Claims for Unnecessary Respiratory Tests Submitted with COVID-19 Tests,https://oig.hhs.gov/fraud/enforcement/woman-sentenced-for-fraud-scheme-involving-claims-for-unnecessary-respiratory-tests-submitted-with-covid-19-tests/
"Attorney General Raoul Charges Former Community-Based Home Caregiver With Abuse, Neglect Of Elderly Patient",2025-01-29,"Attorney General Raoul Charges Former Community-Based Home Caregiver With Abuse, Neglect Of Elderly Patient",https://oig.hhs.gov/fraud/enforcement/attorney-general-raoul-charges-former-community-based-home-caregiver-with-abuse-neglect-of-elderly-patient/
Attorney General Labrador Announces Settlement in Medicaid Fraud Case,2025-01-29,Attorney General Labrador Announces Settlement in Medicaid Fraud Case,https://oig.hhs.gov/fraud/enforcement/attorney-general-labrador-announces-settlement-in-medicaid-fraud-case/
Waterford Woman Sentenced to 2 Years in Prison for Stealing from Addiction and Mental Health Services Nonprofit,2025-01-29,Waterford Woman Sentenced to 2 Years in Prison for Stealing from Addiction and Mental Health Services Nonprofit,https://oig.hhs.gov/fraud/enforcement/waterford-woman-sentenced-to-2-years-in-prison-for-stealing-from-addiction-and-mental-health-services-nonprofit/
"Attorney General Alan Wilson announces Anderson man charged with stealing almost $120,000 from vulnerable adult",2025-01-31,"Attorney General Alan Wilson announces Anderson man charged with stealing almost $120,000 from vulnerable adult",https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-anderson-man-charged-with-stealing-almost-120000-from-vulnerable-adult/
Springfield Medicaid Consultant Pleads Guilty To Stealing From Elderly Nursing Home Victims,2025-01-31,Springfield Medicaid Consultant Pleads Guilty To Stealing From Elderly Nursing Home Victims,https://oig.hhs.gov/fraud/enforcement/springfield-medicaid-consultant-pleads-guilty-to-stealing-from-elderly-nursing-home-victims/
Arizona Couple Pleads Guilty to $1.2B Health Care Fraud,2025-01-31,Arizona Couple Pleads Guilty to $1.2B Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/arizona-couple-pleads-guilty-to-12b-health-care-fraud/
LiveCare Inc. Agrees To Pay Up To $4.9 Million To Resolve False Claims Act Allegations,2025-01-31,LiveCare Inc. Agrees To Pay Up To $4.9 Million To Resolve False Claims Act Allegations,https://oig.hhs.gov/fraud/enforcement/livecare-inc-agrees-to-pay-up-to-49-million-to-resolve-false-claims-act-allegations/
AG Nessel Secures $59.7 Million Settlement Over Kickback Allegations Against Pfizer Subsidiary,2025-02-03,AG Nessel Secures $59.7 Million Settlement Over Kickback Allegations Against Pfizer Subsidiary,https://oig.hhs.gov/fraud/enforcement/ag-nessel-secures-597-million-settlement-over-kickback-allegations-against-pfizer-subsidiary/
AG Campbell Secures $1.4 Million for MassHealth Over Kickback Allegations Against National Pharmaceutical Company,2025-02-03,AG Campbell Secures $1.4 Million for MassHealth Over Kickback Allegations Against National Pharmaceutical Company,https://oig.hhs.gov/fraud/enforcement/ag-campbell-secures-14-million-for-masshealth-over-kickback-allegations-against-national-pharmaceutical-company/
Man Pleads Guilty in Connection with $17M Medicare Hospice Fraud and Home Health Care Fraud Schemes,2025-02-03,Man Pleads Guilty in Connection with $17M Medicare Hospice Fraud and Home Health Care Fraud Schemes,https://oig.hhs.gov/fraud/enforcement/man-pleads-guilty-in-connection-with-17m-medicare-hospice-fraud-and-home-health-care-fraud-schemes/
"Attorney General Bonta Announces Nearly $60 Million Settlement Against Pfizer-Owned Pharmaceutical Holding Company, Biohaven",2025-02-03,"Attorney General Bonta Announces Nearly $60 Million Settlement Against Pfizer-Owned Pharmaceutical Holding Company, Biohaven",https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-nearly-60-million-settlement-against-pfizer-owned-pharmaceutical-holding-company-biohaven/
Hartford Substance Abuse Counselor Sentenced to 27 Months in Prison for Health Care Fraud Schemes,2025-02-03,Hartford Substance Abuse Counselor Sentenced to 27 Months in Prison for Health Care Fraud Schemes,https://oig.hhs.gov/fraud/enforcement/hartford-substance-abuse-counselor-sentenced-to-27-months-in-prison-for-health-care-fraud-schemes/
Pharmacy LLC Agrees To Resolve False Claims Act Allegations Of Billing For Drugs Not Dispensed,2025-02-04,Pharmacy LLC Agrees To Resolve False Claims Act Allegations Of Billing For Drugs Not Dispensed,https://oig.hhs.gov/fraud/enforcement/pharmacy-llc-agrees-to-resolve-false-claims-act-allegations-of-billing-for-drugs-not-dispensed/
AG's Office Secures Guilty Plea From Stoughton Man For Prescription Fraud And Illegal Distribution Scheme,2025-02-04,AG's Office Secures Guilty Plea From Stoughton Man For Prescription Fraud And Illegal Distribution Scheme,https://oig.hhs.gov/fraud/enforcement/ags-office-secures-guilty-plea-from-stoughton-man-for-prescription-fraud-and-illegal-distribution-scheme/
"Clinical Pathology Laboratories Agreed to Pay $352,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2025-02-04,"Clinical Pathology Laboratories Agreed to Pay $352,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/clinical-pathology-laboratories-agreed-to-pay-352000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
